"Date","Price","Open","High","Low","Vol.","Change %"
"05/10/2006","16,261.3","16,287.0","16,336.1","16,205.2","","-0.33%"
"05/09/2006","16,315.1","16,217.7","16,325.7","16,168.0","","0.53%"
"05/08/2006","16,228.3","16,332.4","16,339.4","16,191.5","","-0.58%"
"05/05/2006","16,323.3","16,228.8","16,341.7","16,208.6","","0.44%"
"05/04/2006","16,251.7","16,146.9","16,276.8","16,118.0","","0.52%"
"05/03/2006","16,168.4","16,125.1","16,198.8","16,088.2","","0.16%"
"05/02/2006","16,142.9","15,975.6","16,154.1","15,960.7","","0.81%"
"05/01/2006","16,013.6","15,992.1","16,130.7","15,945.8","","-0.20%"
"04/28/2006","16,045.4","15,786.6","16,021.9","15,759.0","","1.46%"
"04/27/2006","15,815.0","15,668.9","15,834.5","15,666.3","","0.74%"
"04/26/2006","15,699.1","15,739.8","15,819.5","15,664.0","","-0.41%"
"04/25/2006","15,763.5","15,757.9","15,803.3","15,681.1","","-0.16%"
"04/24/2006","15,789.4","15,854.3","15,858.7","15,715.7","","-0.24%"
"04/21/2006","15,826.8","15,788.6","15,861.5","15,759.3","","0.14%"
"04/20/2006","15,805.1","15,895.0","15,948.0","15,765.6","","-0.75%"
"04/19/2006","15,925.0","15,981.9","16,000.6","15,855.4","","-0.61%"
"04/18/2006","16,022.5","15,878.7","15,991.8","15,867.0","","0.77%"
"04/17/2006","15,900.3","15,751.6","15,921.5","15,749.8","","1.05%"
"04/14/2006","15,734.9","15,746.2","15,754.3","15,725.6","","-0.12%"
"04/13/2006","15,753.7","15,724.7","15,816.3","15,706.7","","0.10%"
"04/12/2006","15,738.6","15,699.7","15,827.8","15,695.0","","0.05%"
"04/11/2006","15,730.1","15,625.3","15,709.6","15,604.7","","0.48%"
"04/10/2006","15,654.4","15,630.2","15,672.4","15,567.1","","0.13%"
"04/07/2006","15,634.5","15,765.3","15,780.4","15,609.3","","-1.08%"
"04/06/2006","15,804.5","15,758.8","15,834.6","15,713.0","","0.13%"
"04/05/2006","15,783.8","15,739.7","15,864.7","15,724.4","","0.14%"
"04/04/2006","15,761.2","15,683.4","15,783.3","15,607.2","","0.40%"
"04/03/2006","15,697.8","15,755.3","15,765.3","15,564.9","","-0.59%"
"03/31/2006","15,790.9","15,873.0","15,886.6","15,706.4","","-0.78%"
"03/30/2006","15,914.3","15,820.0","15,938.2","15,815.5","","0.35%"
"03/29/2006","15,859.3","15,736.6","15,921.8","15,732.1","","0.53%"
"03/28/2006","15,775.4","15,744.7","15,866.6","15,711.6","","0.00%"
"03/27/2006","15,774.8","15,870.8","15,892.4","15,741.7","","-0.80%"
"03/24/2006","15,901.9","15,726.5","15,886.3","15,721.0","","0.82%"
"03/23/2006","15,771.8","15,852.2","15,873.1","15,691.8","","-0.72%"
"03/22/2006","15,886.9","15,919.7","15,950.9","15,834.4","","-0.22%"
"03/21/2006","15,921.6","16,026.2","16,031.6","15,896.0","","-0.85%"
"03/20/2006","16,057.6","16,014.7","16,074.5","15,975.3","","0.07%"
"03/17/2006","16,047.0","16,033.5","16,104.4","15,960.4","","-0.08%"
"03/16/2006","16,060.4","15,909.2","16,073.0","15,900.1","","0.71%"
"03/15/2006","15,947.3","16,002.1","16,012.2","15,878.2","","-0.39%"
"03/14/2006","16,010.1","15,992.8","16,050.0","15,890.3","","0.04%"
